"","RS05272016SE_T2","TB05292018TC_T1","MM10082018TM_T1","MM01112019VJ_T1","MM04192019YF_T1","MM_0257_BM_03_NA","MM_1951_BM_04_NA","Takeda_Ctrl_15_P1","P1_HDPlasma_1017_1","TB12092016KL_T4","TB06182018RS_T1","MM10082018TM_T2","MM10132017WL_T3","MM02152019JN_T2","MM_0422_BM_02_NA","MM_0590_BM_03_NA","P1_HDPlasma_1017_2","TB3040_T3","TB04052017KK_T2","TB11012017JH_T3","MM08082018SM_T2","MM02152019JN_T1","MM05032018RK_T2","MM_0237_BM_03_NA","MM_0501_BM_04_NA","RS05272016SE_T1","TB08112017JC_T2","TB07262018HF_T1","MM12102018KD_T2","MM08022018JO_T2","MM12062018MK_T3","MM_1951_BM_03_NA","TB01092018VC_T2","TB7083_T1","TB11012017JH_T2","TB08022018JO_T1","MM12142018RH_T1","MM04052017KK_T3","MM01142019GB_T2","MM_0255_BM_03_NA","Takeda_Ctrl_2_P1","TB3040_T5","TB05032018RK_T1","TB08082018SM_T1","MM01042019CA_T1","MM12192018RH_T3","MM08052019TJ_T1","MM_0002_BM_04_NA","Takeda_Ctrl_5_P1","TB07052017VC_T1","TB05112018JD_T1","MM04172018DG_T2","MM12062018MK_T2","MM01042019CA_T2","MM05292018TC_T2","MM_0591_BM_02_NA","Takeda_Ctrl_8_P1","TB7077_T3","TB05232018SL_T1","MM10132017WL_T2","MM01142019GB_T1","MM04182019JJ_T1","MM05112018JD_T4","MM_0569_BM_02_NA","Takeda_Ctrl_12_P1","P2_HDPlasma_1017_1","P2_HDPlasma_1017_2","38Pre_TB06112018PS","38Post_MM_0370_BM_03","39Pre_MM_1330_BM_01","39Post_MM_1330_BM_02","41Pre_MM01152019WM","41Post_MM_0502_BM_02","42Pre_TB08282017SN","42Post_MM_0382_BM_03","43Pre_MM_5209_BM_01","43Post_MM_5209_BM_02","44Pre_MM_5278_BM_01","44Post_MM_5278_BM_02","45Pre_MM09282018MWM","45Post_MM_0418_BM_03","46Pre_MM06042018MH","46Post_MM_0327_BM_03","47Pre_TB05172017KR","47Post_MM05172017KR","48Pre_TB05212013MT","48Post_MM05212013MT","20Pre_MM08052019TJ","20Post_MM_0422 BM_02","11Pre_ TB08112017JC","11Post_ TB08112017JC","28On_RS12092016KL","22On_MM07262018HF","25On_MM06182018RS","31On_MM04182019JJ","38On_MM_0370_BM_02","Takeda_Ctrl_8_P2","Takeda_Ctrl_5_P2","Takeda_Ctrl_2_P2","Takeda_Ctrl_15_P2","Takeda_Ctrl_12_P2"
"NCR1",4.46326,4.5978,3.75078,3.98547,4.21268,3.38977,3.57561,3.0367,3.41155,3.67847,4.29994,4.0441,4.83418,5.78194,3.45535,3.18079,3.51853,4.70104,3.80935,3.92361,2.65399,5.54128,3.35062,2.87462,3.47489,3.91016,4.05778,4.36136,3.20637,3.27252,3.39837,3.73212,3.24002,4.04178,4.4896,4.52679,4.88746,3.19925,3.09844,3.73313,2.23779,4.22572,4.11918,4.91058,4.46215,4.12246,5.20462,3.42117,2.30114,3.55276,4.8002,4.00478,2.5998,3.64637,3.81085,3.97452,2.15064,5.02153,3.76185,4.76884,4.46009,4.2288,4.46947,3.6912,3.17169,4.05932,3.8539,5.91618,4.17837,3.9741,3.29476,4.231,3.81644,4.94181,3.61193,3.94012,2.6585,5.32004,4.807,4.07542,3.52276,5.58744,4.64479,4.29222,4.04636,3.70146,3.36144,5.29681,3.34971,3.92719,4.18655,3.12392,2.99874,3.23548,3.22601,3.50915,1.99863,2.38028,2.35664,3.03172,3.1307
"DCN",4.95125,4.72824,4.79022,4.93305,5.02226,4.42328,4.55585,2.95262,3.85283,4.87873,4.58414,4.9366,5.13431,5.00114,5.23525,5.26218,3.86904,4.58821,4.69315,5.19186,4.1233,4.71544,4.2929,4.6057,4.77465,4.53552,4.82632,4.83795,4.39717,4.73515,4.50644,4.3978,4.72087,5.25128,5.27779,4.96347,4.6158,5.04505,4.48753,4.59409,2.74705,4.93231,4.74939,5.04948,5.18491,4.50253,4.81341,4.47551,2.57922,4.87789,5.30382,4.50299,4.67137,4.93406,4.66161,4.75831,2.84178,5.1777,5.70279,4.61595,4.71718,5.66884,4.77292,4.76935,3.01373,4.12954,4.18867,4.82487,4.50185,5.20248,4.94408,4.69528,5.21909,4.66685,5.15487,4.62407,6.37261,5.51409,4.83607,4.53619,4.64278,4.97353,5.41822,4.7585,4.81905,4.93466,4.82698,4.71767,5.09326,4.5171,4.79779,4.93037,4.54404,4.74289,5.30076,4.74135,2.81257,2.70469,2.76193,2.94246,2.91274
"TNFRSF21",7.78317,7.55767,7.03165,7.59331,7.19909,7.41342,7.19655,6.27907,7.0137,7.54676,7.27867,7.38524,7.23357,8.319,7.08022,7.87443,7.17931,6.88752,7.64919,7.32884,6.97912,7.90265,7.52394,7.26609,7.46624,7.17398,7.70912,7.25055,7.23809,7.56683,7.49879,7.52256,7.34742,7.43079,7.60594,7.8847,7.68777,7.69188,7.29375,7.20807,6.24671,7.42858,7.55942,7.5053,7.33058,7.61283,7.3034,7.35572,6.10726,6.89504,7.42465,7.58589,7.3943,7.53572,7.68453,7.51214,5.95628,7.0798,7.8335,7.22345,7.23243,7.63195,7.58411,7.59544,6.33248,7.50065,7.44508,7.78045,7.50595,7.22582,7.13284,7.30255,7.51911,7.15909,7.17725,7.40324,7.16896,7.7499,7.61969,7.22616,7.65463,8.08392,8.17703,7.10681,7.5122,7.85751,7.90298,7.29049,7.17292,7.55364,7.72744,7.53599,7.40516,7.13919,7.80288,7.59504,6.06619,6.04505,6.19935,6.29018,6.32099
"TNFRSF4",7.73677,6.55278,5.7461,6.24071,5.92581,6.43599,6.26633,4.47937,5.64761,6.74198,6.06023,6.55025,7.03669,8.21499,5.52111,6.92632,5.77747,6.37226,6.14276,6.22577,5.54669,7.15051,5.9699,5.85873,6.16871,6.47924,7.04062,5.89754,5.93528,7.06142,6.46895,6.23644,6.29455,6.03411,6.70736,7.24887,7.41593,6.35869,5.87579,6.8662,4.8943,6.78717,5.99159,6.32245,6.35975,7.84128,6.2917,5.55735,4.62731,5.70916,6.29803,5.95556,6.79948,6.83994,6.62735,7.26859,4.62488,6.39618,6.89489,6.7609,6.05015,6.60395,7.06472,6.31814,4.80044,5.97575,5.90111,6.67107,6.24237,6.30056,6.63236,6.23431,6.36806,5.96615,6.19757,6.10628,5.79146,6.99453,6.70291,5.1816,6.67479,7.05843,7.15784,5.77613,5.77108,6.62008,7.041,6.26124,5.51609,6.93265,7.03718,6.4927,5.72785,6.20325,7.03953,6.22266,4.66776,4.70018,4.74957,4.58464,4.72411
"MIC.A.B",1.73272,5.7684,5.25424,4.47115,6.44938,5.07006,4.63978,3.53218,4.75522,5.6294,5.97339,5.68716,5.8676,6.40254,1.58348,5.73362,4.75784,5.71467,5.02519,4.32278,5.238,5.62364,5.73344,6.28267,4.6626,1.41626,2.01967,6.57138,5.01792,6.03416,5.33403,4.99309,6.3257,5.78326,4.61839,6.78487,6.04386,5.18833,5.89522,5.64954,3.37654,5.90823,5.88734,6.78626,6.45553,5.56584,2.29774,4.7193,3.40217,6.27624,6.59929,6.30771,5.53412,5.98184,5.7364,6.13139,3.32845,6.49765,4.80557,5.97055,5.52016,5.9957,6.9466,4.67325,3.86582,5.07352,5.02046,6.12217,5.64605,3.99614,4.17717,6.34154,6.18088,5.94894,6.10914,5.40049,5.32446,7.05194,5.45848,6.0943,6.01552,6.28312,6.03529,6.95583,6.61084,5.81748,5.70458,2.08635,1.25245,1.41276,1.65854,5.91093,6.23166,5.7003,6.06587,5.86884,3.46923,3.39989,3.5232,3.51668,3.59614
"CCL17",10.47279,9.98257,9.70055,11.54347,10.90288,11.22684,9.08528,9.75283,10.98175,9.45506,8.99078,10.60812,10.83461,9.41715,8.85137,8.906,11.08003,9.70272,10.27926,8.45481,8.83811,9.7634,10.0836,11.19213,11.58544,8.34823,10.15464,9.92627,10.98315,9.83741,10.64638,9.30879,11.34293,9.27913,10.07071,10.856,8.59172,10.71921,11.76472,7.668,8.51372,11.27115,11.72211,9.66862,12.05083,10.67341,9.19938,8.63304,8.29015,9.21136,9.67643,9.97585,11.63489,11.66985,10.71311,9.44517,8.23845,7.93939,10.66627,9.95209,10.49554,8.24856,9.41102,10.2972,9.827,11.13839,11.04163,10.07229,9.57947,9.72289,12.06079,11.47546,10.62863,9.79103,9.36685,10.59605,9.06712,9.51455,8.78589,9.73506,10.40975,8.24616,9.03308,9.37646,10.16684,8.21274,9.23794,9.05457,8.7261,9.89006,10.01822,8.52623,9.68981,6.78485,8.57811,9.60225,8.30469,8.24767,8.42771,9.79997,9.84213
"ANGPT2",6.61378,5.0332,5.35827,5.02965,5.02775,4.81614,5.15345,2.73543,5.71843,5.95445,5.36889,5.49849,5.51019,5.6861,4.48723,6.91607,5.81468,6.38661,6.18447,5.82602,5.67263,4.90164,6.9375,5.16104,5.36176,6.25163,5.91062,5.27692,5.16127,5.79227,5.78846,5.48829,6.17512,5.75397,5.38482,5.69193,6.60247,5.99885,5.58894,6.59134,3.15204,6.64227,7.11287,6.24219,6.26145,6.34953,5.05918,5.51126,3.08659,5.78353,5.00036,5.23715,5.5588,6.01705,5.07788,5.69856,3.07072,6.61895,5.72423,5.76049,4.85263,7.01884,5.57607,5.53658,2.84718,6.0611,6.06284,5.99137,4.66287,5.54176,5.47886,6.25187,5.93792,4.23781,4.97505,5.36887,4.60585,6.38338,5.44573,4.54852,4.8552,6.51391,6.73117,5.37748,5.92251,5.85096,5.66946,4.90139,4.46764,5.61582,5.8572,5.44348,5.01142,5.18819,7.38338,4.9072,3.11823,3.1766,3.12767,2.79747,2.67195
"PTN",-0.07919,-0.38202,-0.41427,-0.30848,-0.25641,-0.8564,-0.51843,0.09949,-0.11797,-0.43568,-0.57514,-0.39027,0.97116,0.2325,-0.15885,-0.6041,0.04767,0.03242,-0.30821,-0.69611,-0.85804,-0.02613,-0.06327,-0.11775,-0.17252,-0.50841,-0.40291,0.28101,-0.70148,-0.27442,-0.65811,0.08031,0.15611,-0.31314,0.85287,0.09879,0.02232,-0.02248,-0.13175,-1.20135,-0.28767,-0.82342,0.09559,2.39555,-0.17389,0.14458,-0.96791,0.03276,-0.33526,-0.93655,0.09597,-0.4617,0.00359,0.24907,-0.10138,-0.16877,-0.3676,0.42632,-0.15306,-0.16129,-0.33591,0.14218,-0.36106,-0.48142,-0.10583,0.91841,0.14193,0.25883,-0.19226,1.79236,-0.12317,0.70282,-0.01767,-0.40256,-0.39644,-0.2934,-0.94457,0.28771,0.20258,-1.4974,-0.72098,-0.71311,0.22186,-0.97031,-1.95591,-0.53927,-0.60515,-0.64067,-0.49661,-0.52889,-1.41265,-0.73685,-0.11561,-0.87247,-0.31398,0.02426,-0.77613,-0.51415,0.1749,-0.03787,0.1564
"CXCL12",0.24883,1.59597,1.30356,0.66015,1.42716,0.1264,0.63772,0.1236,0.6159,0.62146,1.78374,1.7117,0.5346,0.05109,0.59422,1.48735,0.82452,0.83787,0.27678,0.85371,1.47363,0.35404,1.15865,0.36065,1.04646,0.96954,1.26111,1.88175,1.29284,0.86443,1.72039,0.83694,0.47039,1.34099,0.14198,1.09677,1.88976,0.10974,0.14855,0.2509,0.44967,1.17964,0.23742,1.28681,0.05246,2.01134,1.19797,0.97741,0.13072,1.55052,0.63882,1.13398,1.15173,0.08947,1.54374,1.21085,0.3238,0.6563,0.67457,1.06664,0.33401,1.13307,0.9964,0.56446,0.52156,1.00832,0.79767,0.04616,0.65271,1.03885,0.79863,0.28116,-0.40485,1.61691,1.19144,0.47407,0.51423,1.98051,1.42454,0.70016,0.4358,0.32922,1.35376,0.95669,0.85845,1.08336,0.46183,0.96155,0.15874,1.81896,0.73401,1.07965,1.22254,0.89435,1.36803,0.79862,0.15099,0.20956,0.3469,0.43211,0.40982
"IFN.gamma",9.07946,7.74217,6.47407,6.99051,5.66163,8.71268,4.97408,13.29192,7.73472,9.55872,5.21431,8.90906,6.3351,10.81881,6.30385,5.65961,7.80167,10.20577,5.99985,9.11504,7.01102,7.92724,6.87072,5.8426,8.77374,9.41559,7.91373,5.43734,6.9645,6.2639,6.66426,6.23619,7.71511,7.13218,9.54511,5.92639,7.82894,6.44855,3.77831,3.33593,12.74003,7.25681,5.88638,8.43769,7.2546,9.93685,7.4121,8.60269,13.54546,7.87234,8.23253,6.08543,6.94285,6.66531,5.8607,6.37791,11.14061,9.0791,5.58899,11.63614,6.08887,4.80071,10.10411,6.01554,15.37055,8.23461,8.16573,5.5643,5.6379,6.17554,6.37881,7.62697,4.88476,8.15455,8.34382,6.44042,6.55284,8.04481,10.06166,7.47353,8.20413,6.84244,6.38433,5.9768,5.88243,4.72923,6.28641,7.43645,6.15746,7.80179,7.76258,8.39908,5.82575,6.64456,6.27023,6.27783,11.21759,13.44499,12.70136,13.28698,15.43767
"LAMP3",7.10654,5.05728,5.26367,5.15321,4.58771,3.94784,4.22455,4.64895,4.23372,5.18774,5.0919,5.67097,4.82571,7.42318,5.39829,5.31679,4.17548,5.31568,4.87041,7.12855,4.54507,6.26916,4.16738,6.07362,6.16238,5.82642,6.34275,6.0611,3.58533,5.66552,5.93101,5.24142,6.58389,4.42105,4.31423,6.41697,5.50219,4.96849,5.9571,4.38242,2.94819,5.60756,5.52458,7.43675,6.22426,4.63197,7.59854,3.51243,2.71997,5.40864,4.22739,4.63414,6.3507,6.03374,4.80308,5.3754,2.87732,6.9145,5.68695,5.01707,5.58088,5.73695,6.10568,6.04638,4.95769,4.67586,4.55615,7.47173,3.75827,4.17447,3.73913,5.71802,5.20303,4.95856,5.21269,4.56325,4.27727,6.64864,5.89026,4.54969,5.33484,6.44683,5.25068,4.85177,5.43592,5.52475,5.59334,7.73175,5.38545,6.17991,6.3787,5.05315,3.95417,3.18058,6.30476,4.08088,2.75395,2.84503,2.88426,4.77218,4.89672
"CASP.8",10.14611,8.53325,8.59245,10.28602,9.21905,7.45598,8.59651,6.99002,5.86188,10.36557,7.20797,10.71671,8.40878,10.37884,10.45973,8.98738,5.81798,7.92684,8.31085,7.95168,8.39406,8.64318,7.8666,9.55471,10.29735,7.91803,8.74245,8.74933,8.01871,8.67621,7.94051,7.95892,10.28584,7.03305,9.90157,8.3411,6.25093,9.36362,9.2197,9.9009,7.34937,8.7948,9.05273,10.97024,9.49964,5.56361,10.2963,8.01353,7.05114,8.72699,10.09482,8.64486,8.20657,9.10866,8.80667,9.06539,7.14013,10.30588,9.07214,9.11933,10.66055,9.17167,8.59492,8.82862,7.00802,6.94836,6.90664,9.27305,10.40959,7.11153,8.63801,9.03617,9.83671,9.71211,10.10058,9.56989,10.0505,7.38717,7.16137,8.81464,9.02411,10.15785,9.01134,9.47946,10.0061,10.72455,10.27079,10.89869,11.15843,8.34614,9.23179,7.97215,9.79098,10.662,9.92555,10.93296,7.2333,7.06388,7.19024,7.12303,6.92823
"ICOSLG",6.37649,5.82515,7.64987,6.04767,5.60979,7.18431,5.48996,4.79808,5.85001,5.95092,5.25568,5.42467,5.62953,6.47689,7.09912,5.39626,5.83168,6.55765,5.35839,4.89238,5.49533,6.01989,5.485,6.89535,6.20724,5.72825,6.07417,7.20372,6.71055,5.39426,5.74453,5.48329,6.03898,5.93357,5.81244,6.00856,5.42764,5.74647,5.49779,5.30276,5.15997,5.92406,5.81249,6.65328,5.91653,5.49028,6.55026,5.33797,4.99837,5.54567,5.58353,5.90231,5.7089,6.16557,5.77213,5.93958,4.94328,7.0684,6.13136,5.77004,5.99145,5.17715,7.69524,5.93886,4.92807,6.42325,6.329,8.4886,5.76862,5.56554,5.58464,5.56203,7.02686,6.13612,5.66287,5.84572,5.62028,6.1253,5.99783,5.88642,5.78265,6.72293,6.2926,6.25184,6.2235,5.77452,5.8199,6.65834,7.18192,5.8531,6.15158,6.0858,7.09417,5.40512,6.49573,6.7922,4.97454,5.06768,5.06424,4.7875,4.93377
"MMP12",8.19975,6.03923,7.00611,7.80271,6.14942,6.73555,6.9271,4.66121,6.73172,6.20659,7.45251,6.72711,8.33689,8.0209,5.19593,7.65882,6.79931,9.05961,6.25337,6.38885,5.90438,8.01147,7.00293,5.65393,7.64423,7.7602,7.9226,6.12438,6.99791,6.82898,7.28455,6.63569,6.03245,6.51772,7.29875,7.67304,7.32929,6.29976,4.71373,7.46348,3.94618,7.89901,6.82769,9.24415,8.30398,6.96789,5.86144,6.25835,3.71048,6.62005,7.02561,5.73941,6.25147,7.81389,5.58518,5.86836,3.62819,7.48104,6.91487,8.55541,4.93147,7.54825,7.15178,6.52728,4.86265,7.17725,7.09778,6.89871,6.45618,7.51687,8.04214,5.36038,5.47735,5.37516,6.45882,6.5309,5.55109,8.095,6.78344,4.8094,6.17703,6.75933,7.22357,6.15299,5.03961,7.55294,7.88797,5.87279,5.05249,5.71547,7.91828,6.15295,5.62686,6.72333,7.03099,7.46936,3.71229,3.83283,3.77529,4.68193,4.80633
"CXCL13",7.44797,7.2588,7.51703,8.19356,8.50852,7.5269,7.92985,6.89383,7.34073,7.9927,7.12698,8.08148,7.88524,8.0499,8.6694,7.07358,7.61257,10.37816,7.08471,7.90537,6.62592,7.02306,7.36873,6.88206,7.24481,8.92074,7.85192,7.46611,7.40597,8.16586,8.02344,8.23431,7.29851,7.04276,7.45866,8.51747,8.14347,7.18258,9.28935,8.50609,9.33689,12.08536,7.58153,8.90792,8.19844,7.76838,7.81495,6.96677,5.70296,6.7202,8.03586,7.26768,7.28171,8.80568,7.23778,7.6197,5.51597,10.13685,7.40619,8.44173,7.21182,7.35622,8.12917,7.27517,9.90722,7.6894,7.76214,7.94852,6.29389,8.09635,7.60864,8.88763,8.35582,7.6908,7.99642,7.529,6.71498,11.43702,7.24036,7.18207,7.64307,7.59852,7.68069,6.83206,6.28083,6.745,7.49588,7.821,8.59655,7.46491,7.94889,6.86178,6.51987,7.09911,7.18821,6.61233,5.48649,5.89918,8.99247,6.97747,10.00122
"PD.L2",4.17282,2.70024,4.84488,3.169,2.7387,2.86322,2.59361,1.49494,2.45752,2.98303,2.68951,3.43304,3.06814,3.96257,4.3218,2.83713,2.63509,3.11606,2.85854,3.32514,1.7852,2.96683,2.42566,2.92624,3.04655,2.77736,2.97087,3.18593,2.80891,2.22806,3.4279,2.85376,2.62934,2.8097,3.83116,2.75265,2.91671,2.94796,2.4346,2.4885,1.68116,3.26761,2.82815,3.43643,3.1591,2.43196,2.9479,2.71557,1.26827,2.34256,2.9904,2.64378,3.29906,3.19381,2.65502,2.66181,1.28259,3.70987,3.4979,3.12899,2.7023,2.87028,4.3419,3.62332,1.72874,3.02374,3.10604,4.57664,3.57603,2.85573,2.79807,3.43518,4.55391,3.20364,3.51518,2.60217,2.63997,3.78927,3.29232,2.69468,3.11212,4.5063,3.88152,3.19573,3.55013,3.49218,3.66662,3.17096,4.69572,2.70486,3.2431,2.7592,3.20843,3.37904,4.15352,3.78622,1.512,1.7096,1.54034,1.29185,1.40192
"VEGFA",10.26254,9.08658,8.89706,8.76806,9.16702,8.34802,8.98704,8.23858,8.93206,9.28018,9.36928,9.36238,9.59174,10.91878,8.93568,9.44794,9.11688,10.25008,9.23488,9.3699,8.4573,9.67636,8.5577,9.23938,9.4998,9.5936,9.44904,10.87766,8.80904,10.17768,8.831,9.69718,9.07482,8.70022,9.14644,9.8304,10.61308,9.5175,9.98028,10.3291,7.40756,10.49509,9.95322,12.06236,10.00039,10.10634,8.96323,8.96022,7.22568,8.52838,9.29162,8.61506,9.89824,9.36272,9.70412,9.20259,7.42498,10.15312,10.75147,9.66124,10.10488,9.42655,10.63709,10.53538,8.99696,9.29947,9.18722,9.9469,8.75978,9.21342,9.26282,9.64066,9.03232,8.58274,9.66582,9.9028,9.9759,10.71094,9.49356,9.09488,9.18292,10.41832,10.06849,9.17472,9.69342,9.74576,9.7311,8.98014,9.04156,9.01808,9.36349,8.97584,8.9437,8.74492,9.34014,9.61656,7.45996,7.28033,7.29125,8.3073,8.95492
"IL4",-0.20264,-0.45691,-0.07145,-0.16375,0.6674,-0.6802,-0.94695,-0.32983,0.24908,-0.5522,-0.73127,0.59292,0.27652,-0.02527,-0.27524,-0.40692,0.15221,-0.59804,-0.91297,-0.53819,-0.67425,-0.3779,-0.28025,0.5215,-0.49642,-0.72425,-0.53819,0.43995,0.50487,-0.47372,-0.53356,0.28687,0.25785,-0.7022,0.49228,0.34741,-0.0778,-0.32338,-0.24906,-1.68661,0.06738,-1.21108,-0.54226,1.29974,0.78385,-0.55755,-0.54821,0.21096,-0.19081,-0.95677,0.19216,-0.27036,0.15373,0.01839,-0.50743,-0.35867,-0.33756,-0.06129,-0.49107,0.93092,-0.21293,0.34837,-0.47361,-0.53152,1.10972,0.63002,0.26089,-0.24085,0.56197,2.41264,2.55672,1.60439,1.60808,1.7226,-0.76091,-0.07873,-0.37619,1.72774,1.95688,0.40853,-0.00051,-0.90409,-0.80236,-0.71409,-1.33756,0.02951,-0.22815,NA,-0.08909,1.24838,-0.35188,-0.30553,0.22379,-0.64639,0.45736,-1.71371,-0.57132,0.10262,0.48263,-0.47641,0.78138
"LAG3",5.65787,4.31394,4.49438,4.39979,5.2708,4.71993,3.67671,4.2102,4.17485,4.35224,6.08091,5.18604,4.81405,6.84003,4.28801,4.35108,4.19547,7.52195,4.10396,3.40296,4.05443,5.90626,4.8258,4.40515,4.06107,4.84731,6.07685,7.21683,4.78595,5.61574,5.28228,4.61842,5.14418,3.9714,4.66016,5.243,6.30955,3.89655,4.80934,3.35409,3.77025,7.21268,5.73472,8.49467,4.61329,6.01915,7.15583,4.40167,3.60636,4.41462,3.46703,4.06153,5.09566,4.33277,3.69668,3.71433,3.32509,6.67234,4.30199,5.0463,3.90667,5.0212,6.35014,3.92917,4.2462,4.82503,4.78292,5.01842,3.79126,5.10334,4.22718,4.95636,5.51626,4.41163,4.98315,5.78203,3.713,9.919,5.45929,3.85309,4.78938,7.24254,5.73645,4.04024,3.471,4.1709,4.79706,7.47536,4.7315,5.14765,6.36006,4.51543,4.19679,4.60631,4.94499,3.76663,3.56175,3.77315,3.57283,4.18258,4.06782
"IL12RB1",2.88101,1.18325,1.20664,2.15742,2.02856,1.55679,1.45512,0.65092,1.00586,2.39094,1.98853,1.93209,2.26386,3.18761,2.10499,1.35084,1.17139,3.28948,0.92208,1.96884,1.21332,2.28315,1.14601,1.23705,1.74751,2.30933,2.53682,1.51804,1.58125,2.04269,1.73507,1.56873,2.16019,1.90036,2.06913,2.37794,3.30358,1.28814,1.77602,3.15935,0.668,3.28766,1.36608,6.11693,1.44821,3.23429,2.75583,1.51572,0.58261,1.46236,1.87523,1.32695,2.2662,1.4904,0.95847,2.31154,0.28071,2.93114,1.88668,1.97,1.37128,1.49422,2.3655,1.74632,1.26271,1.47679,1.32045,2.05918,1.56351,1.34054,1.03939,1.75422,1.74332,1.62585,1.59348,1.18512,1.13143,3.42425,2.28074,1.7107,2.20009,2.46859,2.18775,1.59813,1.49851,1.65857,2.09941,2.9762,2.00572,2.03012,2.63749,1.69167,1.01273,1.88501,1.38999,1.61916,0.4502,0.61747,0.57322,1.01525,0.78884
"IL13",0.09331,-0.31141,0.40411,0.58565,1.18739,-0.04461,-0.26821,7.08126,0.67605,0.5185,0.09547,0.91902,3.50159,0.51888,-0.09105,0.1599,0.89057,-0.95077,-0.26186,0.94113,-0.23187,1.02146,0.23736,2.06522,-0.42522,0.2982,-0.27056,-0.00399,0.80396,0.03239,0.37234,-0.03367,0.45892,0.38468,1.9806,0.477,1.04137,0.1927,0.15484,-0.40947,1.26314,0.00801,0.98659,0.26247,-0.51302,0.74074,0.55172,0.45027,-0.4668,0.16851,0.85563,0.09022,0.40115,0.4017,0.04002,0.7754,0.44525,0.71478,1.36992,3.69892,0.05737,0.49457,-0.38813,0.64928,7.28176,1.06081,0.40119,0.40071,0.64767,2.12659,2.04833,1.0942,0.99315,1.24866,0.23535,0.18029,0.2382,1.24225,2.11611,0.13173,0.1342,0.55722,0.53672,0.12581,0.06169,0.5499,0.10732,-0.71155,0.46267,0.72594,0.69005,-0.30404,0.36261,1.17859,0.67457,-0.17732,0.92882,0.45672,0.87045,6.55966,6.789
"CCL20",6.44078,4.94896,5.96867,7.35449,5.17864,5.27389,6.07185,7.91004,6.21359,6.16289,6.65133,6.63185,6.0987,7.25967,6.20886,4.96475,6.28808,8.01823,5.79108,7.11928,5.85939,5.89988,5.06365,5.49115,6.75192,6.28058,9.25089,4.76238,5.80671,6.38916,6.28787,6.50449,6.1292,5.98775,6.01862,5.40358,7.56378,5.83139,6.41512,6.05212,13.47495,7.43048,6.45324,6.71414,7.17779,7.32411,6.15289,5.37015,7.14751,6.13719,7.05156,4.97724,5.25118,6.56323,5.13065,5.78977,9.50701,8.02917,6.59203,6.17754,5.57666,6.43554,10.78261,7.9491,13.25265,6.48279,6.44967,7.01951,6.584,5.99671,5.28189,5.5171,5.79758,5.26033,5.6976,6.63249,8.2064,8.4614,5.79861,10.5558,7.1888,6.12644,6.07371,4.61463,5.33256,6.91819,6.55305,6.06951,6.06841,7.15438,9.10027,5.91287,5.70453,6.54997,5.38227,10.07808,9.49607,7.32461,13.21004,8.17119,13.09025
"TNF",5.42922,4.12163,3.07593,4.61664,4.92558,3.9788,4.09659,6.49189,3.47935,4.71483,4.41511,5.11601,4.94217,6.26187,3.42919,4.02699,3.7122,4.44748,3.87391,4.87663,4.22642,4.93589,6.50471,4.21943,4.28018,4.74589,5.0098,3.20254,3.98911,5.06045,4.9966,5.47098,4.33456,4.23658,3.30379,4.86499,5.58993,4.49262,3.77635,5.24952,13.22371,4.78521,6.57721,7.51239,4.0302,5.85218,4.8697,4.6439,6.54888,4.06616,3.92276,3.54466,5.75873,4.44204,4.17666,4.36078,5.4041,5.63029,4.10645,5.04416,3.00386,3.86508,5.25638,4.20763,12.61577,3.98301,4.14762,3.76407,3.88305,4.12353,4.22332,4.50532,3.59851,3.5995,4.49682,4.68587,4.15443,5.79067,5.00152,3.98204,5.48891,5.17311,5.73579,4.0017,4.45444,4.6007,5.12126,4.90288,3.50957,4.42793,5.15354,4.54892,3.18373,4.36911,3.76361,4.17676,5.5549,6.72775,13.00197,6.58916,12.41057
"KLRD1",7.45304,5.06357,6.02813,7.71188,5.57295,6.22401,6.24189,5.10006,5.11122,5.99081,5.81375,6.60101,5.21705,7.52429,6.03562,4.45648,5.33101,6.94918,6.08388,5.3895,5.40017,6.24179,6.30582,4.98934,7.22067,7.36989,6.55805,6.13953,5.92681,5.9147,5.03372,6.42837,6.8636,5.80062,5.77359,6.85194,7.28996,5.67923,4.29241,5.42075,4.34509,7.9238,6.31776,6.16133,5.87341,7.23339,6.5687,6.16631,3.83378,6.40789,5.34769,6.00312,6.61964,5.80664,4.62558,5.9568,3.63584,7.51445,5.75956,5.05088,4.72534,5.56598,5.02731,5.04424,5.41122,5.73503,5.63892,6.5512,4.55633,4.88244,4.07501,7.02825,7.19306,5.40487,5.29115,5.77194,4.91862,6.48483,6.19199,6.36504,6.84827,6.48967,6.98014,6.43838,6.92701,4.82276,5.58043,6.80222,6.18349,6.33515,6.78175,6.2188,4.98053,5.78628,5.13181,4.71213,3.86903,3.85113,3.96019,5.28799,5.35767
